Y;895.7;12;60.5;N;31;21;N;Y
N;339.3;10;10.8;N;77;8;N;Y
N;246.4;14;44.9;N;71;22;Y;N
N;123.7;4;47.9;Y;62;4;Y;N
N;45.6;6;29.1;Y;17;0;Y;Y
N;37.4;7;42.9;N;64;20;N;N
N;325;3;36.9;Y;64;6;Y;N
N;846.8;2;100;N;80;3;Y;N
Y;398.7;5;66;Y;74;20;N;N
N;912.3;9;18.7;Y;85;16;Y;Y
N;1.8;18;85.6;N;57;9;N;N
Y;163.6;3;96.6;N;20;21;Y;N
Y;241.1;17;13.7;N;78;15;N;Y
Y;867;20;34.7;N;35;22;N;Y
Y;607.5;8;40.6;Y;26;18;N;Y
Y;787.6;15;25.6;N;79;9;Y;N
Y;419.4;20;53.3;Y;72;12;N;Y
Y;625.1;1;11.4;Y;81;20;N;Y
Y;200.9;6;59.7;N;39;16;Y;N
Y;216;13;92;Y;74;15;N;N
N;790.6;14;58;Y;90;9;Y;N
Y;448.8;18;15.8;Y;96;16;Y;N
Y;689;19;10.4;Y;13;10;Y;N
N;668.3;1;99.8;N;10;10;N;N
Y;143.9;5;72.6;Y;38;8;Y;N
N;67.4;1;30.2;Y;82;6;Y;N
N;474.7;11;27.4;Y;35;16;Y;N
Y;568.1;11;92.7;N;67;16;N;N
N;134;19;74.6;N;53;0;Y;N
N;690.1;15;83.3;Y;63;1;Y;N
Y;8.6;14;25;Y;49;17;N;N
N;907.8;16;48.5;Y;72;6;N;Y
Y;457.9;2;50;Y;49;5;Y;N
N;995.7;5;106.7;Y;23;16;Y;N
N;591.1;19;35.9;N;89;10;Y;N
Y;862.2;14;98.3;N;7;3;N;Y
N;282;5;93.5;Y;7;21;N;N
N;371.4;7;16.8;N;71;12;N;N
N;423.5;18;73.3;Y;12;3;N;Y
Y;653.4;9;70.3;Y;29;18;Y;N
N;918.5;19;34.3;N;85;9;N;Y
N;402.7;5;21.5;Y;29;22;N;N
N;910.5;3;19.6;N;79;3;Y;N
Y;402.5;16;92.9;N;78;13;Y;N
Y;814.4;9;103.7;N;26;0;N;N
N;962;6;59;N;80;11;Y;N
Y;525.9;3;65.6;N;9;0;N;N
N;553.7;3;93.9;N;79;3;Y;N
N;949.2;2;84.7;Y;18;15;N;Y
N;864;2;32;Y;3;13;N;Y
N;917.5;18;16.7;Y;23;8;N;Y
N;421.3;14;89.3;Y;96;7;Y;N
Y;33.1;17;26.2;Y;51;7;Y;N
Y;517.4;2;107.5;N;94;0;Y;N
Y;536.3;6;91.1;Y;29;0;Y;N
Y;649.1;14;81.2;Y;2;23;N;Y
N;944;2;15.6;N;70;17;N;Y
Y;978.9;14;19.4;Y;47;21;Y;Y
Y;957.7;20;101.5;N;45;3;Y;N
N;315.4;13;89;Y;37;2;Y;Y
Y;141.4;6;27.3;N;98;18;Y;N
N;113.2;4;91.8;N;93;12;N;N
Y;868.7;7;86;Y;48;6;N;Y
Y;992.2;7;25.6;N;84;11;Y;N
Y;39.3;7;30.8;N;32;22;Y;N
N;277;19;77.2;Y;39;2;Y;Y
N;65.4;17;78.5;N;39;22;N;N
Y;55;10;99.4;N;61;5;Y;N
Y;627.5;13;22.7;Y;77;15;N;N
Y;254.4;5;20.9;N;20;12;N;N
Y;699.6;10;103.1;Y;37;21;Y;N
Y;242.2;8;39.7;Y;45;20;Y;N
N;344.2;1;84.8;N;94;2;Y;N
Y;440.7;2;49.3;Y;90;12;N;Y
N;776.3;12;94.6;Y;94;11;Y;N
Y;464.8;3;48.5;N;16;5;N;N
N;197.7;3;66.1;Y;84;3;N;N
N;277.5;8;84.1;Y;27;17;Y;N
Y;900.3;8;43.1;N;31;5;N;Y
N;866;9;76.7;N;33;4;Y;N
Y;138.9;16;90.6;N;82;15;N;N
N;936.8;6;80.6;Y;68;8;N;N
Y;273.7;13;64.5;Y;7;13;N;Y
N;130.6;14;25.3;Y;28;1;N;Y
Y;682.7;3;89.7;Y;92;20;Y;N
Y;256.3;13;91.9;N;69;1;Y;N
Y;942.8;16;95.3;N;10;6;Y;N
Y;44.9;4;71.5;Y;25;19;N;N
N;781;10;59.8;N;40;3;N;N
N;923.1;6;57.4;Y;87;19;Y;Y
Y;295.1;17;12.5;Y;70;8;Y;Y
Y;305.8;12;20.3;Y;93;19;Y;N
Y;943.8;14;44.8;N;45;0;N;Y
Y;908.8;16;16.6;Y;91;8;N;Y
Y;806.4;4;78.7;Y;100;4;Y;N
Y;580.7;17;80.4;Y;10;16;Y;N
N;611.9;14;43.6;N;30;10;N;N
Y;154.1;20;48.1;Y;97;14;Y;N
N;38;16;12.1;N;60;20;Y;N
N;816.9;17;66.1;Y;67;16;N;Y
N;778.9;8;42.7;N;43;3;N;N
N;502.9;14;32.9;Y;22;14;N;N
N;883.7;14;81.8;N;53;14;N;Y
N;801.5;2;22.7;N;82;20;N;N
N;863;12;73.4;N;15;10;N;Y
N;887.6;7;43.6;Y;76;10;Y;N
N;66.7;14;27.3;N;32;3;N;N
N;970.6;20;78.4;N;55;20;Y;N
N;829.3;12;94.9;N;36;4;Y;N
Y;763;7;58.3;Y;64;11;Y;N
Y;886.9;5;104;Y;47;3;Y;N
N;468.8;11;20.4;Y;32;19;N;N
Y;561.8;7;101.2;Y;55;3;N;N
N;791.1;9;98.5;N;23;4;Y;N
Y;218;14;52.8;N;6;3;N;Y
N;459.3;11;96.2;N;6;13;Y;N
Y;485.5;14;54;N;14;4;N;Y
Y;775.9;5;94;N;82;13;Y;N
N;754.3;16;95.7;N;70;15;Y;N
N;682.9;12;39.7;Y;37;22;N;Y
N;438.3;2;40.3;Y;94;7;Y;N
N;847.5;1;71;Y;44;13;N;Y
N;508;3;55.1;Y;63;13;Y;N
N;267.9;17;22.6;N;98;13;Y;N
Y;793.4;4;54.5;Y;97;10;N;Y
N;897.4;5;65.7;Y;97;23;Y;N
Y;556.1;8;99.4;N;17;17;N;N
Y;789.6;12;30.8;N;50;19;Y;Y
N;831.1;4;106.2;Y;50;18;N;Y
Y;262.1;7;63.9;N;45;8;N;N
N;37.8;9;12.6;Y;31;17;Y;Y
N;579.8;9;65.5;N;33;17;N;N
Y;361;18;52.8;Y;29;3;Y;N
Y;658.5;19;63.7;N;73;13;N;Y
Y;401.1;11;89.8;Y;72;2;Y;N
N;286.5;6;69.4;Y;93;18;Y;N
N;593.9;8;56.8;Y;12;20;N;N
N;368;7;65.3;N;23;21;N;N
Y;900.2;10;56.6;Y;77;16;N;Y
Y;683.3;3;78.1;Y;26;5;N;Y
N;264.2;18;68.5;N;62;14;Y;N
Y;671.3;16;83.8;N;10;10;N;Y
Y;342.5;2;14.7;Y;6;2;Y;N
Y;729.1;14;96.4;N;47;6;Y;N
N;1.6;18;33.4;N;22;16;Y;N
Y;533;18;89;Y;54;11;Y;N
Y;85.7;15;11.6;N;99;17;Y;N
Y;877.6;5;99.5;Y;93;1;N;Y
N;953.4;2;24.8;N;52;16;Y;N
N;535.8;4;68.1;Y;37;10;Y;N
N;284.6;12;35.7;N;67;20;N;N
N;637;6;59.2;N;40;4;N;N
N;656.5;11;101.1;N;73;19;N;N
Y;65.7;20;15.4;Y;88;18;Y;N
N;388.7;7;36.3;Y;12;20;N;N
Y;379.3;12;95.4;Y;49;9;N;Y
N;159.4;18;88.7;N;50;7;Y;N
N;745.7;12;45.3;N;96;8;Y;N
Y;888.8;5;68.7;N;65;0;N;Y
N;400.2;7;52.1;Y;41;8;Y;N
N;394.4;1;89.4;N;93;9;Y;N
N;121.5;15;31.7;N;37;0;Y;Y
N;314.2;5;64.1;N;48;2;Y;N
Y;228.4;16;98.9;Y;90;23;N;N
Y;799.8;16;12.5;N;87;20;N;Y
N;346.3;3;42.6;Y;71;7;Y;N
N;830.3;10;93.4;N;90;13;Y;N
N;70.7;5;47.8;N;41;5;Y;N
Y;645.3;13;31.6;Y;71;10;Y;N
Y;467.6;7;56.9;N;84;15;Y;N
N;329.8;9;66.6;Y;87;23;Y;N
Y;218.6;13;23.9;Y;29;13;N;Y
N;364.5;13;75.6;N;77;2;Y;N
Y;227;8;39.4;Y;25;12;Y;N
Y;877.3;15;93.5;Y;30;5;N;Y
N;481.6;1;69.5;Y;19;22;Y;N
N;844.9;11;76.2;Y;22;1;N;Y
N;220.8;14;106;Y;12;5;Y;Y
Y;844.7;7;100.5;Y;65;15;Y;N
N;897.7;2;78.1;Y;68;10;N;N
Y;857.8;14;49.7;Y;33;19;N;Y
Y;445.7;12;75.1;Y;11;1;N;Y
Y;622.6;1;36.5;Y;97;17;N;Y
N;345.4;17;31.2;Y;69;18;Y;N
Y;39.3;9;11.2;N;28;15;Y;N
Y;991.4;13;20.3;N;1;5;Y;N
Y;125.2;8;106.8;Y;29;2;Y;N
N;860.9;16;13.4;N;79;17;N;Y
Y;20.5;12;70.6;N;17;0;Y;N
N;982.5;1;46.8;N;52;1;Y;N
N;545.4;4;31.2;Y;35;8;N;N
Y;205.5;13;51.5;Y;61;1;N;Y
N;807.2;12;53.3;Y;29;0;N;Y
Y;771.1;10;94;N;40;11;N;N
N;359.4;14;27.1;Y;42;12;Y;N
N;683;16;79;N;62;10;Y;N
N;409.9;3;45.9;N;72;12;Y;N
N;379.5;17;62.3;Y;80;11;Y;N
Y;581.7;13;18.1;Y;54;4;Y;N
N;206.8;20;26;Y;6;20;N;N
N;723.4;5;67.1;Y;4;0;Y;N
Y;192;10;64.9;N;86;9;N;N
Y;270.3;20;66.9;N;87;14;Y;N
Y;617.9;19;33.6;N;17;1;N;Y
Y;657.1;6;63.6;Y;43;3;Y;N
N;897.7;17;105.5;N;56;17;Y;N
Y;280.9;12;34.2;Y;40;11;Y;N
N;251.6;13;93.2;N;69;11;Y;N
N;514.7;6;30.7;N;90;5;Y;N
N;682.8;18;79.7;N;80;18;Y;N
N;272.3;5;61.4;N;83;5;Y;N
N;755.4;8;11.5;Y;55;6;Y;N
Y;623.8;16;58.1;N;87;4;N;Y
Y;672.8;8;102.5;Y;80;6;N;N
Y;961.3;15;79.4;N;73;12;Y;N
Y;156.2;14;99.7;N;86;11;N;Y
Y;216.3;10;101;Y;95;14;Y;N
N;625.1;15;59.9;Y;62;6;N;Y
Y;627.2;16;41.5;N;99;23;Y;N
N;177.5;18;88.1;Y;14;16;N;N
Y;558;10;75.4;Y;94;2;N;Y
Y;871.4;13;86.5;Y;10;9;Y;N
N;867.1;8;81.8;Y;43;4;Y;N
N;807;7;65.9;N;78;20;N;N
N;328.2;17;79.5;N;16;1;N;Y
Y;509.8;17;67.2;Y;87;5;N;Y
Y;600.5;1;98.8;Y;73;21;N;Y
N;114.1;10;45.5;N;78;8;Y;N
N;250.4;16;39;Y;97;6;N;N
N;847.7;19;64.3;Y;78;21;Y;Y
N;324.3;19;63.2;N;62;13;Y;N
Y;317;17;52;Y;69;3;N;Y
N;971.3;3;78.2;N;55;6;Y;N
Y;93.4;13;69.4;Y;42;3;N;Y
N;617.7;12;51.7;N;25;1;N;N
N;100;11;38.1;Y;89;12;N;N
Y;191.2;20;15.5;Y;93;13;Y;Y
Y;299.2;4;80.9;N;3;11;N;N
Y;896.9;8;104.9;Y;86;16;N;N
Y;181.4;8;23.2;N;1;18;N;N
Y;43.5;7;84.6;N;31;5;N;N
N;553.7;4;105.6;N;57;12;Y;N
Y;420.4;17;10.8;N;72;8;Y;Y
Y;130.4;8;58.3;N;66;6;N;N
N;725.3;15;79.9;Y;54;21;Y;N
Y;423.5;7;86.1;N;8;18;Y;N
Y;543.3;14;13.2;N;25;4;Y;N
Y;434.6;3;15.5;Y;46;20;Y;N
N;376.3;19;27.9;N;98;19;N;N
N;646.7;18;52.5;Y;27;9;N;Y
Y;222.8;8;44.7;N;46;2;Y;N
N;817.6;15;102.2;Y;18;4;Y;N
Y;209.5;7;82;N;46;3;N;N
Y;74.1;16;99.6;Y;37;15;N;N
Y;772.6;1;85.3;Y;60;21;Y;N
Y;806.1;16;101.2;N;28;18;N;Y
Y;890.7;6;44.4;Y;63;15;N;Y
Y;862.5;14;89.1;N;24;0;Y;N
Y;868;5;45.5;Y;8;13;Y;N
Y;547.3;18;35;N;59;22;N;Y
N;168.4;9;11;N;44;13;N;Y
Y;916.7;15;76.6;Y;69;2;Y;N
Y;800.6;10;74.6;Y;61;13;N;Y
N;876.7;1;55;N;33;0;N;N
Y;753.7;3;43;N;97;15;Y;N
N;581.8;13;63.3;N;12;12;Y;N
Y;983.6;10;94.3;Y;65;18;N;Y
N;634.7;10;56.7;N;28;0;Y;N
Y;450.4;2;62;N;45;14;Y;N
Y;585.8;10;73.6;N;33;21;N;N
Y;706.2;3;56.5;N;1;9;N;N
Y;234.8;17;18.8;N;28;11;Y;Y
N;534.5;1;71.2;Y;54;15;Y;N
N;231.8;3;56.8;N;65;14;N;N
Y;138.9;10;27;N;83;4;Y;N
Y;480.4;9;67.9;Y;98;9;Y;N
N;384.3;6;101.2;Y;87;10;Y;N
Y;840.6;5;14.2;N;25;1;N;Y
N;587.8;17;93.8;N;70;22;Y;N
Y;632.7;18;68;N;75;13;Y;N
N;360.5;14;80.4;Y;84;2;N;Y
N;442.8;10;51.1;Y;80;2;N;Y
Y;1000.3;9;100.1;Y;6;5;Y;N
N;727.5;17;35.2;N;98;3;Y;N
N;935.6;11;31.3;Y;64;16;Y;N
N;721.4;1;54.1;N;24;17;Y;N
N;719.3;4;102.8;N;92;11;N;N
N;143;2;77;N;48;10;N;N
N;74.1;6;91.3;N;53;17;N;N
N;204.1;4;92.9;N;95;18;Y;N
N;488.3;13;55.9;Y;70;0;Y;N
Y;417.1;20;57;Y;25;0;N;Y
Y;862.3;20;58;Y;39;2;Y;N
Y;705.7;9;47.5;Y;6;14;N;Y
Y;706.3;6;18.5;Y;43;19;N;Y
N;314.5;17;84.5;N;45;22;N;N
Y;388.3;3;60.3;N;51;4;Y;N
Y;20.5;9;60;Y;5;20;N;N
N;933;1;88.4;Y;17;23;Y;Y
Y;144.7;20;29;Y;61;7;N;Y
N;871.7;20;54.5;N;62;4;Y;N
Y;864.7;17;12.1;N;60;19;N;Y
Y;642.9;20;60.2;Y;63;23;Y;N
Y;328.7;11;59.6;Y;10;3;N;Y
N;43.5;16;44.5;N;17;18;N;N
Y;68.7;10;26.6;N;72;16;Y;N
Y;230.9;10;108.8;Y;13;14;Y;N
N;216.7;1;109.8;Y;88;7;N;N
N;776.1;10;28;Y;86;20;N;N
Y;19.5;18;95.1;N;6;11;N;N
Y;267;7;97.5;Y;73;18;Y;N
N;155.8;17;67;Y;44;0;Y;Y
N;963.3;14;67.2;N;47;20;N;Y
Y;353.2;20;29.3;N;50;13;Y;N
N;1.1;7;11.4;N;64;23;Y;N
N;806.6;1;86.8;N;4;2;N;N
N;649.6;10;84.8;Y;82;0;N;N
N;897.1;19;38.6;Y;6;7;N;Y
Y;117.7;20;15.6;Y;90;12;N;Y
Y;711.4;7;32.9;N;19;2;N;N
Y;411;8;84.3;Y;13;21;Y;N
Y;862.5;12;32.2;N;92;2;N;Y
Y;741.1;12;38.8;Y;29;12;N;Y
Y;111;14;41.4;N;37;2;Y;Y
Y;984;7;96.3;N;53;9;N;Y
N;286.8;9;45.6;N;85;8;Y;N
Y;690.4;11;81.2;Y;45;15;Y;N
N;12.3;13;10.4;N;99;4;N;N
Y;146.1;2;49.1;N;81;18;N;N
Y;725.8;1;93.1;N;71;3;N;N
N;983.7;13;47.9;Y;37;14;N;Y
N;505.9;5;14.9;N;64;19;N;N
N;845.1;3;64.4;Y;51;0;Y;N
N;196.5;5;44.9;N;42;15;N;N
Y;593.9;1;107.5;Y;96;8;N;N
N;333.1;2;45.6;Y;52;20;Y;N
Y;579.8;2;78.3;Y;19;13;N;Y
Y;369;20;28.9;Y;93;7;Y;N
Y;452.8;6;75.2;Y;4;5;N;N
Y;703.4;13;74.2;Y;23;9;Y;N
N;29;6;87;Y;95;0;Y;N
N;9.1;3;57.6;N;68;19;Y;N
N;706.4;8;20.9;Y;44;8;Y;N
Y;362;18;42.5;N;67;6;Y;N
N;932;18;17.6;Y;22;7;N;Y
N;670.8;20;80.8;Y;13;15;N;N
N;219.7;10;102.7;N;46;15;Y;N
Y;907.3;1;77.1;N;32;10;N;Y
Y;218.3;16;24;Y;81;3;Y;Y
Y;638.3;5;62.1;Y;63;16;Y;N
Y;331.5;13;25.5;N;50;10;Y;N
N;357.7;14;29.1;N;69;19;Y;N
Y;387.3;1;107.5;N;20;12;Y;N
N;119;3;80.9;Y;52;7;Y;N
Y;859.4;13;23.5;N;98;1;N;Y
Y;969.7;3;38.3;N;3;10;N;Y
Y;138.4;12;62.7;Y;3;14;N;N
Y;685.3;5;59.8;Y;47;4;Y;N
Y;354.7;10;69.4;N;50;2;N;Y
Y;304.9;18;23;Y;33;15;Y;N
N;251;3;48.5;N;97;19;Y;N
Y;967.2;11;16.7;Y;10;4;Y;N
N;547.4;14;94.7;N;54;16;Y;N
N;713.9;4;83.4;Y;67;9;N;N
Y;594.8;1;41.2;N;81;15;N;N
Y;399.7;13;10.3;Y;68;7;Y;Y
N;71.2;5;97.1;Y;4;11;Y;N
N;105.7;10;67;Y;9;18;N;N
N;390.4;9;97.5;Y;86;15;N;N
Y;513.9;9;65.6;N;41;7;Y;N
Y;257.7;18;71.2;N;33;17;N;N
N;224.4;16;25.1;N;3;10;N;N
N;811.2;2;50.9;N;77;17;Y;N
N;984.4;6;80.8;N;38;2;N;N
N;563;20;44.8;N;7;3;N;Y
N;967.4;10;80.9;Y;93;7;Y;N
Y;641.5;20;19.9;N;88;23;Y;N
N;603.7;11;18.6;N;26;2;N;Y
N;835.1;15;46.5;N;26;2;N;Y
Y;461.3;20;50.9;Y;88;19;N;N
N;935.2;12;53.5;N;21;0;Y;N
N;677.5;10;54.3;Y;13;5;N;Y
N;881.7;7;46;Y;70;6;N;N
Y;441.7;18;65.4;Y;90;14;Y;N
Y;207.9;6;33.1;N;54;9;Y;N
Y;29;6;59.5;Y;37;4;Y;N
Y;287.2;8;18.2;N;76;22;N;Y
N;883.5;18;14.3;N;53;13;N;Y
Y;879.7;6;99.5;Y;81;13;N;Y
Y;254.3;9;10.4;N;84;21;Y;N
Y;480.3;3;32.7;N;31;1;N;N
Y;880.3;7;18.1;Y;55;14;Y;Y
Y;967.2;20;104.9;Y;64;9;Y;N
Y;227.1;3;20.8;Y;27;5;N;Y
Y;51.2;13;68.9;N;97;19;Y;N
Y;774.3;14;23.8;N;7;9;Y;N
Y;26.1;9;90.2;Y;26;16;Y;N
Y;853.4;2;100.7;N;94;4;Y;N
N;319.3;16;54.6;N;59;15;Y;N
N;536.7;15;25.2;N;77;17;Y;N
Y;343.7;17;87;N;55;10;N;Y
N;76.7;10;39.6;Y;59;20;N;N
N;150.1;9;31.6;Y;94;1;Y;Y
Y;397;4;109.4;N;46;8;N;N
N;380.8;13;44.2;Y;43;14;N;N
Y;132.7;8;14.6;N;56;1;N;Y
Y;23.1;4;44.6;N;70;3;N;N
N;723.1;13;26.9;N;89;9;N;N
Y;464.6;15;80.9;Y;42;19;N;N
N;54.1;1;23.7;Y;23;2;Y;Y
N;348.8;2;55.7;Y;71;19;Y;N
Y;151.5;16;87.8;N;73;8;Y;N
N;731;18;62.5;Y;52;22;N;Y
Y;425.6;17;44.3;Y;66;17;Y;N
N;36.2;15;84.4;N;40;22;N;N
Y;966.4;14;82.8;N;90;22;Y;N
Y;316.6;9;103.4;Y;28;2;Y;N
Y;389;4;16.6;N;51;7;Y;N
Y;310.4;14;71.8;N;54;6;N;N
N;730.5;8;28.3;Y;9;21;Y;N
Y;801.5;4;94;N;18;15;N;Y
N;897.5;16;51.3;N;21;10;N;Y
N;779.6;18;70.4;N;22;16;N;N
N;164.2;19;37.9;N;57;1;N;Y
Y;901.5;15;52.3;Y;20;20;Y;Y
N;221.2;5;63.6;Y;34;14;Y;N
Y;752.7;13;58.3;Y;3;17;N;Y
Y;275.8;10;17.9;N;16;18;N;N
Y;410.5;18;101.6;N;71;9;Y;N
N;701.8;15;31.1;Y;32;3;N;Y
Y;806.8;12;79.1;Y;60;14;N;Y
Y;741.3;10;88;N;60;12;N;Y
Y;392.9;3;71.9;Y;50;8;Y;N
N;757;3;77.3;N;33;13;N;N
Y;604.2;2;106.3;N;26;22;Y;N
Y;534.4;13;27.5;Y;4;16;Y;N
N;626;1;27.4;N;21;9;Y;N
Y;136.1;3;79.6;Y;42;0;N;Y
Y;960.1;14;32.8;Y;8;9;Y;N
Y;806.1;11;45.5;Y;82;19;N;Y
N;292.3;1;18.5;Y;85;4;N;Y
N;424.7;15;103.1;Y;100;23;Y;N
N;160.2;2;85.6;N;1;23;N;N
N;14.9;19;77.3;N;53;21;N;N
N;922.1;1;58.7;Y;71;23;Y;N
Y;799;5;58.3;N;41;7;Y;N
Y;527.3;4;65.3;N;42;21;Y;N
N;306.4;2;104.8;N;28;22;N;N
N;585.6;3;26.6;N;43;19;N;N
Y;31.6;1;84.9;N;91;11;N;N
Y;239.5;7;10.3;Y;82;17;Y;Y
N;143.6;8;102.4;Y;26;20;Y;N
Y;335.4;13;93.3;Y;36;7;Y;N
N;745.6;20;59.9;Y;80;22;Y;N
Y;397.1;18;87.1;Y;80;14;Y;N
Y;186.1;5;108;N;47;17;Y;N
N;898.9;1;73.9;N;13;11;N;N
N;920;18;30.9;N;83;0;Y;N
N;340.3;5;104.1;N;26;16;Y;N
Y;420.9;5;18.4;N;83;22;Y;N
N;620.8;15;105.2;Y;55;0;Y;N
N;644.2;5;74.3;N;88;22;Y;N
Y;216.2;13;51.7;Y;91;6;N;Y
N;541.3;12;10.6;N;43;22;Y;N
N;655.1;10;47.2;Y;66;15;Y;N
Y;123.3;4;78.9;Y;86;20;Y;N
Y;796.5;13;66.5;N;97;12;Y;N
Y;577.5;11;87.2;Y;3;1;Y;N
N;408;10;10.4;Y;11;20;N;Y
Y;932.5;20;53.8;Y;89;11;Y;N
Y;544.9;14;20.8;N;17;21;Y;Y
N;776.2;12;47.2;N;92;14;N;N
N;230;14;107.9;N;73;17;Y;N
Y;522.5;7;62.1;Y;66;20;N;Y
Y;934.2;19;37.7;N;92;17;N;Y
N;730.6;7;82.2;N;91;6;Y;N
Y;358.1;20;32.3;N;41;6;N;Y
Y;973.8;4;79;N;15;5;N;Y
Y;13.9;6;30;N;85;0;Y;N
Y;760;2;96.9;Y;61;16;Y;N
N;108.6;2;57.9;N;19;16;N;N
N;2.2;14;74.9;N;51;9;Y;N
N;227.6;15;65;N;49;9;Y;N
N;540.1;6;54.6;N;100;11;Y;N
N;319.2;8;67.5;Y;59;4;N;N
N;213.1;14;24.2;Y;23;3;Y;Y
Y;480.1;19;54.3;Y;25;13;N;Y
N;982.7;13;48.9;Y;18;0;Y;N
N;41.4;7;104.9;Y;22;19;N;N
Y;606.9;19;38.1;Y;55;23;N;Y
Y;455.3;2;67.9;N;67;16;Y;N
Y;365.2;19;98.5;N;43;2;N;Y
N;483.1;11;51.4;Y;63;15;N;N
Y;333.6;1;23.3;Y;11;3;N;Y
Y;183.1;18;74;N;84;9;Y;N
Y;711.3;18;68.6;N;51;12;N;Y
N;200.6;19;28.2;N;43;6;N;N
Y;697.7;9;65;Y;88;18;Y;N
N;857;20;103.7;Y;18;16;Y;N
N;420.2;6;16.5;N;13;19;N;N
N;541.3;6;23.5;N;59;10;N;N
N;413;13;35.3;Y;32;14;N;N
Y;901.4;10;40.2;Y;40;4;N;Y
N;146.6;3;62.6;N;83;8;Y;N
Y;336.1;14;44.3;N;8;20;N;N
N;107.7;15;26.6;N;76;10;Y;N
N;289;15;33.6;Y;69;21;Y;N
N;930.8;17;85.8;Y;93;22;Y;Y
N;841.6;17;93.7;Y;70;15;N;N
Y;79.3;5;109.7;N;11;6;Y;N
Y;108.4;11;40.3;N;22;18;N;N
Y;578.6;10;44.7;Y;88;3;Y;N
Y;932.4;18;72.6;N;18;11;Y;N
Y;299.1;20;17.4;Y;73;13;Y;Y
Y;381.1;6;87.7;N;89;23;Y;N
N;290.8;10;23.3;Y;75;8;N;N
Y;543.8;6;107.2;N;55;12;N;N
Y;667.5;9;52.5;Y;60;16;Y;N
N;129.2;17;63.8;N;23;0;N;Y
N;543.4;10;101.5;Y;6;20;Y;N
N;364.1;20;100.7;Y;70;1;N;N
Y;518.8;4;21.2;Y;77;13;N;Y
Y;692.6;18;31.3;Y;71;9;N;Y
Y;217.7;11;51.5;N;76;2;N;Y
Y;776.6;19;10.6;N;25;22;N;Y
N;375.8;16;91.6;Y;96;22;N;N
N;296.4;10;67.8;Y;15;8;Y;Y
Y;979.5;8;57.9;N;58;11;N;Y
Y;52.6;16;50.5;N;66;22;N;N
Y;955.1;15;76.6;N;51;5;Y;N
N;868.5;3;29.9;Y;46;0;Y;N
N;909.6;6;64.1;N;51;23;Y;N
N;793.3;16;17.4;N;56;6;N;Y
N;421.6;13;42.5;Y;52;7;N;N
Y;106.5;9;42.8;Y;65;14;N;N
N;383.4;14;42.7;N;64;12;Y;N
Y;622.4;19;43.5;Y;36;16;N;Y
N;893.7;17;42.3;Y;29;5;N;Y
Y;795.7;15;15.1;N;99;23;N;Y
N;201;10;91.6;Y;12;3;N;Y
N;128.3;15;73.5;N;8;17;Y;N
